,id,base_currency,quote_currency,base_min_size,base_max_size,quote_increment,base_increment,display_name,min_market_funds,max_market_funds,margin_enabled,fx_stablecoin,max_slippage_percentage,post_only,limit_only,cancel_only,trading_disabled,status,status_message,auction_mode
387,LINK-GBP,LINK,GBP,0.03,39000,0.01,0.01,LINK/GBP,0.72,660000,False,False,0.03000000,False,False,False,False,online,,False
388,VGX-USDT,VGX,USDT,0.23,86000,0.001,0.01,VGX/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
389,INV-USD,INV,USD,0.001,440,0.01,0.0001,INV/USD,1,100000,False,False,0.03000000,False,True,False,False,online,,False
390,UMA-GBP,UMA,GBP,0.062,25000,0.01,0.001,UMA/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
391,ETH-DAI,ETH,DAI,0.0002,460,0.01,0.0001,ETH/DAI,1,1500000,False,False,0.03000000,False,False,False,False,online,,False
392,SHIB-EUR,SHIB,EUR,18000,21000000000,1E-7,1,SHIB/EUR,0.84,520000,False,False,0.03000000,False,False,False,False,online,,False
393,TRU-BTC,TRU,BTC,1.7,770000,1E-7,0.1,TRU/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
394,XYO-USDT,XYO,USDT,17,7400000,0.00001,0.1,XYO/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
395,OMG-GBP,OMG,GBP,0.1,47000,0.001,0.1,OMG/GBP,0.72,210000,False,False,0.03000000,False,False,False,False,online,,False
396,ICP-EUR,ICP,EUR,0.02,25000,0.01,0.0001,ICP/EUR,0.84,620000,False,False,0.03000000,False,False,False,False,online,,False
397,WCFG-USD,WCFG,USD,0.57,240000,0.001,0.01,WCFG/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
398,CGLD-EUR,CGLD,EUR,0.16,82000,0.01,0.01,CGLD/EUR,0.84,330000,False,False,0.03000000,False,False,False,False,online,,False
399,QNT-USD,QNT,USD,0.003,6700,0.01,0.001,QNT/USD,1,1100000,False,False,0.03000000,False,False,False,False,online,,False
400,FIL-EUR,FIL,EUR,0.015,16000,0.01,0.001,FIL/EUR,0.84,400000,False,False,0.03000000,False,False,False,False,online,,False
401,ALCX-EUR,ALCX,EUR,0.0024,750,0.01,0.0001,ALCX/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
402,RLY-USD,RLY,USD,1,660000,0.0001,1,RLY/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
403,GYEN-USD,GYEN,USD,47,3300000,0.000001,1,GYEN/USD,1,68000,False,True,0.01000000,False,True,False,False,online,,False
404,ADA-EUR,ADA,EUR,0.48,880000,0.0001,0.01,ADA/EUR,0.84,1100000,False,False,0.03000000,False,False,False,False,online,,False
405,CRV-GBP,CRV,GBP,0.23,53000,0.01,0.01,CRV/GBP,0.72,180000,False,False,0.03000000,False,False,False,False,online,,False
406,POWR-USDT,POWR,USDT,1.6,82000,0.0001,0.1,POWR/USDT,1,50000,False,False,0.03000000,False,False,False,False,online,,False
407,WLUNA-BTC,WLUNA,BTC,0.021,5700,0.000001,0.001,WLUNA/BTC,0.000016,11,False,False,0.03000000,False,False,False,False,online,,False
408,ETH-EUR,ETH,EUR,0.00021,2000,0.01,0.00000001,ETH/EUR,0.84,5600000,False,False,0.03000000,False,False,False,False,online,,False
409,AVAX-BTC,AVAX,BTC,0.01,18000,1E-8,0.001,AVAX/BTC,0.000016,36,False,False,0.03000000,False,False,False,False,online,,False
410,YFI-BTC,YFI,BTC,0.000029,11,0.0001,0.000001,YFI/BTC,0.00001,10,False,False,0.03000000,False,False,False,False,online,,False
411,MATIC-GBP,MATIC,GBP,0.5,690000,0.0001,0.1,MATIC/GBP,0.72,1100000,False,False,0.03000000,False,False,False,False,online,,False
412,ETH-USDC,ETH,USDC,0.00022,1500,0.1,0.00000001,ETH/USDC,1,4700000,False,False,0.03000000,False,False,False,False,online,,False
413,LOOM-USDC,LOOM,USDC,6,2300000,0.000001,1,LOOM/USDC,1,200000,False,False,0.03000000,False,False,False,False,online,,False
414,BTC-EUR,BTC,EUR,0.000015,220,0.01,0.00000001,BTC/EUR,0.84,7800000,False,False,0.03000000,False,False,False,False,online,,False
415,AXS-BTC,AXS,BTC,0.007,9000,1E-7,0.001,AXS/BTC,0.000016,16,False,False,0.03000000,False,False,False,False,online,,False
416,ZRX-BTC,ZRX,BTC,0.82,290000,1E-8,0.00001,ZRX/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
417,AGLD-USDT,AGLD,USDT,0.36,160000,0.01,0.01,AGLD/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
418,ERN-USDT,ERN,USDT,0.01,19000,0.01,0.001,ERN/USDT,1,100000,False,False,0.03000000,False,True,False,False,online,,False
419,SOL-ETH,SOL,ETH,0.0043,4700,0.00001,0.0001,SOL/ETH,0.00022,210,False,False,0.03000000,False,False,False,False,online,,False
420,BTC-USDT,BTC,USDT,0.000016,58,0.01,0.00000001,BTC/USDT,1,2400000,False,False,0.03000000,False,False,False,False,online,,False
421,REP-BTC,REP,BTC,0.04,13000,1E-7,0.000001,REP/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
422,MASK-USD,MASK,USD,0.07,53000,0.01,0.01,MASK/USD,1,460000,False,False,0.03000000,False,False,False,False,online,,False
423,VGX-USD,VGX,USD,0.23,120000,0.001,0.01,VGX/USD,1,270000,False,False,0.03000000,False,False,False,False,online,,False
424,API3-USDT,API3,USDT,0.1,61000,0.001,0.01,API3/USDT,5,100000,False,False,0.03000000,False,True,False,False,online,,False
425,STX-USDT,STX,USDT,0.1,120000,0.01,0.01,STX/USDT,1,100000,False,False,0.03000000,False,True,False,False,online,,False
426,ENS-USD,ENS,USD,0.021,24000,0.01,0.001,ENS/USD,1,560000,False,False,0.03000000,False,False,False,False,online,,False
427,CRV-EUR,CRV,EUR,0.23,120000,0.01,0.01,CRV/EUR,0.84,480000,False,False,0.03000000,False,False,False,False,online,,False
428,DOT-BTC,DOT,BTC,0.021,41000,1E-7,0.001,DOT/BTC,0.000016,25,False,False,0.03000000,False,False,False,False,online,,False
429,WCFG-GBP,WCFG,GBP,0.56,240000,0.01,0.01,WCFG/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
430,TRU-USD,TRU,USD,1.7,1100000,0.0001,0.1,TRU/USD,1,280000,False,False,0.03000000,False,False,False,False,online,,False
431,IMX-USD,IMX,USD,0.1,130000,0.001,0.01,IMX/USD,1,460000,False,False,0.03000000,False,False,False,False,online,,False
432,MATIC-USD,MATIC,USD,0.5,2100000,0.0001,0.1,MATIC/USD,1,4600000,False,False,0.03000000,False,False,False,False,online,,False
433,ASM-USD,ASM,USD,6,6900000,0.00001,1,ASM/USD,1,520000,False,False,0.03000000,False,False,False,False,online,,False
434,LRC-BTC,LRC,BTC,1,760000,1E-8,1,LRC/BTC,0.000016,22,False,False,0.03000000,False,False,False,False,online,,False
435,USDC-EUR,USDC,EUR,0.97,2000000,0.0001,0.01,USDC/EUR,0.84,1700000,False,True,0.01000000,False,False,False,False,online,,False
436,NMR-USD,NMR,USD,0.023,7400,0.01,0.001,NMR/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
437,AXS-USDT,AXS,USDT,0.007,2900,0.01,0.001,AXS/USDT,1,210000,False,False,0.03000000,False,False,False,False,online,,False
438,SHIB-USD,SHIB,USD,18000,210000000000,1E-8,1,SHIB/USD,1,5800000,False,False,0.03000000,False,False,False,False,online,,False
439,SUPER-USDT,SUPER,USDT,0.1,170000,0.01,0.01,SUPER/USDT,1,100000,False,False,0.03000000,False,False,False,False,online,,False
440,POLY-USD,POLY,USD,1,1100000,0.0001,1,POLY/USD,1,500000,False,False,0.03000000,False,False,False,False,online,,False
441,XTZ-BTC,XTZ,BTC,0.16,190000,1E-8,0.01,XTZ/BTC,0.000016,18,False,False,0.03000000,False,False,False,False,online,,False
442,RAD-GBP,RAD,GBP,0.07,27000,0.001,0.01,RAD/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
443,FIL-GBP,FIL,GBP,0.016,11000,0.01,0.001,FIL/GBP,0.72,220000,False,False,0.03000000,False,False,False,False,online,,False
444,ADA-ETH,ADA,ETH,0.5,660000,0.000001,0.01,ADA/ETH,0.00022,290,False,False,0.03000000,False,False,False,False,online,,False
445,SNT-USD,SNT,USD,1,5000000,0.00001,0.1,SNT/USD,1,250000,False,False,0.03000000,False,False,False,False,online,,False
446,RBN-USD,RBN,USD,0.1,140000,0.01,0.01,RBN/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
447,IOTX-USD,IOTX,USD,4,520000,0.00001,1,IOTX/USD,1,130000,False,False,0.03000000,False,True,False,False,online,,False
448,FORTH-USD,FORTH,USD,0.063,28000,0.01,0.001,FORTH/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
449,ATOM-USD,ATOM,USD,0.1,110000,0.01,0.01,ATOM/USD,1,4000000,False,False,0.03000000,False,False,False,False,online,,False
450,BTRST-USDT,BTRST,USDT,0.17,76000,0.001,0.01,BTRST/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
451,RLY-USDT,RLY,USDT,1,660000,0.0001,1,RLY/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
452,PLU-USD,PLU,USD,0.1,37000,0.01,0.01,PLU/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
453,TRB-USD,TRB,USD,0.016,12000,0.01,0.001,TRB/USD,1,320000,False,False,0.03000000,False,False,False,False,online,,False
454,SOL-GBP,SOL,GBP,0.004,7200,0.01,0.001,SOL/GBP,0.72,740000,False,False,0.03000000,False,False,False,False,online,,False
455,DOGE-EUR,DOGE,EUR,3.7,7300000,0.0001,0.1,DOGE/EUR,0.84,1100000,False,False,0.03000000,False,False,False,False,online,,False
456,BAL-USD,BAL,USD,0.04,18000,0.01,0.001,BAL/USD,1,280000,False,False,0.03000000,False,False,False,False,online,,False
457,FORTH-BTC,FORTH,BTC,0.063,28000,1E-7,0.001,FORTH/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
458,XRP-EUR,XRP,EUR,1,500000,0.0001,0.000001,XRP/EUR,10,100000,False,False,0.10000000,False,False,False,True,delisted,,False
459,XRP-GBP,XRP,GBP,1,500000,0.0001,0.000001,XRP/GBP,10,100000,False,False,0.10000000,False,False,False,True,delisted,,False
460,XRP-USD,XRP,USD,1,500000,0.0001,0.000001,XRP/USD,10,100000,False,False,0.10000000,False,False,False,True,delisted,,False
461,GNT-USDC,GNT,USDC,1,490000,0.000001,1,GNT/USDC,1,200000,False,False,0.03000000,False,False,False,True,delisted,,False
462,XRP-BTC,XRP,BTC,1,500000,1E-8,1,XRP/BTC,0.001,30,False,False,0.10000000,False,False,False,True,delisted,,False
